class	tweet
0	Каждый день я вспоминаю ксанакс, помню этот ксанакс.
0	с товарищем флуоксетином мы не общались больше года, видимо, скоро снова встретимся)
0	пара дорог ксанакса - и никакого чувства беспокойства, страха и тревоги о том, что скоро мандарины окончательно исчезнут с прилавков.
0	Люди добрые, помогите советом! С детства у меня две вредных мании: покупка наушников и фонариков. Первый гештальт удалось закрыть, а вот сейчас до боли в животе хочется купить фонарик (седьмой, Карл!) сяоми, а это ламиктал на месяц, например. Как перестать хотеть без покупки?!
0	пока тебя нет я мечтаю о ксанаксе
0	«Такие дела» пишут что Паксил запретят к ввозу))) Ну че пацаны суицид
0	6 таблеток имодиума 240 рублей!!! даже на дерьме наживаться умудряются  полный бангладеш
1	Могу сказать то же самое на примере прозака. Я с нашего за неделю приема стал прикованным к тазику овощем
0	а ты как хотел, это тебе не европы, где можно на этом вашем гейском прозаке сидеть
1	Чуть не откинула кони, то ли из-за диеты, то ли из-за флуоксетина о.о в полуобморочном состоянии могу дойти только до пары комнат.
1	Если я допью всю пачку Метопролола, то у меня может остановиться сердце. Эта мысль не даёт мне покоя.
0	Чтобы славно отдохнуть Я беру с собой на юг Полотенце, маску, ласты Лоперамид! А что? А вдруг?!
1	О, я неистово плюсую габапентин, у меня с ним засыпание сократилось с трёх часов до минут 20. И панические атаки и комок в горле ушли. Прям чудное дело
0	хуй там плавал. полгода пропил и все, не хотят выписывать. а рецепт очень строгий. и в москве ксанакс можно раздобыть только в митино, там аптека где продают даже морфин, и аптеку собр охраняет, с автоматами, прям внутри. такие дела
0	Тамифлю очень вредно. Арбидол всегда помогает.
0	сижу на месте в нк,где чуть больше года назад умирала от флуоксетина,запитого водкой
1	я блядь просто в ахуе моей маме какая-то мразь дала флуоксетин чтобы блядь ПОХУДЕТь просто какого хуя
1	нет, простите, мне нужно это написать &gt;по результатам постмаркетинговых наблюдений оланзапина были зафиксированы случаи внезапной смерти
0	Заметил, что на фоне общей интоксикации (или от лихорадки) пароксетин начинает просто адски ебашить — парестезия, соскальзывания в дереализацию, ужасные разряды тока по всему телу
1	Пароксетин это прямо панацея, жизнь без постоянной тревоги если не сказка, то по крайней мере уже не ад
1	Так разогнал прегабалин что в какой-то момент на несколько минут потерял связь с реальностью совсем.Не понравилось.До сих пор отхожу от это.
1	Срочное ревью: таваник самый ужасный антибиотик из тех, что я знаю, если у вас есть расстройства, не покупайте, выпил одну таблетку @ очутился в спайсовом бедаке (?), я хз даже, как это назвать, И ЭТО ХОРОШО ЕЩЁ, ЧТО Я НА СВОИХ ЛЕКАРСТВАХ, а о внутренних органах просто помолимся.
0	ща буду убивать небулайзер антибиотиком и пульмикортом а хуле везде писать НЕЛЬЗЯ и не объяснять почему
0	хуевое обстоятельство заключается в том, что я угробила свою эндокринную систему и на третьем курсе начала сильно терять волосы. и вот, уже полтора года я борюсь с этой проблемой и наблюдаюсь у врача. принимаю эутирокс и витамины.
0	Блять. Все обошла, а тут нет в аптеках гребаного флуоксетина.
0	Что за бред, сибутрамин продают в Рашке свободно, хотя может там уже давно не сибутрамин.
1	Поэтому при назначении флуоксетина  следует соотнести риск суицида и пользу от их применения.
1	О, бро, золофт это тема. Единственное что даёт мне силы жить. Главное - начинай наращивать дозу постепенно. Оланзапин канеш такое себе, есть и поновее и помягче нейролептики. Ну и ты месяц ещё будешь ходить вечно сонным пока не втянешься.
0	Сколько еще тонн тамифлю необходимо придуркам, населяющих эту территорию,  чтобы понять, что они инфицированы ?
0	Есть не могу — тошнит. Задыхаюсь. Пойду за ингалятором.  Я не астматик, а сальбутамол держу при себе, потому что без него дышать не могу периодически.
0	Тамифлю: за или против? | Швейцарские новости на русском языке
0	чееерт надо попросить маму сходить за кветиапином
0	Была у врача.  назначила мне ешё одну дозу сульпирида. И вернула 200 мг кветирона.  Сходила с лекарств, но вернулась с чего начинала лечение
0	=&gt; ещё знаю, что Оксикодон идёт, вроде И Деля (я забыла в тви как записана).
0	Сердол и Эвкл рядом друг с другом. Ну и тут сразу понятно какая Сердол коротышка, хотя и Эвкл не велика
0	Сейчас спасаюсь баклофеном, напроксеном и бупренорфином.
0	Хотя, алпразолам был хорош. Жаль, его как год уже не достать
0	не надо с алпразоламом мешать
0	Причём тут блогер,если это тупые комментаторы?) спокойно относимся к критике и все. Кому надо, тот подпишется на врача, кому не надо, тот насрет и уйдет. Много и обильно срёт? Таблетку ему Лоперамида-вЧСдобавление и всё. Профит!
0	И самый отстойный у симбикорта. Беродуал вкусненький но дороже сальбутамола :3
1	хочешь спать - не можешь до 4 утра, хочешь позалипать в какую-либо хуйню в два часа ночи - рубит как на отходах от ксанакса
0	&gt; впороть ксанакса &gt; вспомнить о существовании тиндера &gt; как следует охуеть, листая влево &gt; господи.во.что.превратилась.моя.жизнь.что.я.делаю.кто.все.эти.люди.что.им.нужно.неужели.все.настолько.просто.и.примитивно.неужели.7млрд.людей.не.больше.чем.испуганные.одиночеством.дети
0	велаксин офигенный. пожалуй единственный из антидепрессантов, который реально помогает и лечит. улучшения на лицо.
1	читаю тред про рпп хм почему худеющие челы так тащатся по флуоксетину он же наоборот убирает всякие навязчивые состояния
0	@kukushkagoodbye А как действует карб?   И от пароксина шо? Интересно сравнивать дженерики А то я тоже принимаю пароксетин [снова] только либо оригинал (паксил) либо щас купила на пробу рексетин тошо интересно  Ну конечно нужный эффект на первой неделе полностью не появится но интересно
0	Крч,Sopranos - это такой сериал, где все крутится вокруг Прозака и тех, кому его назначают.
1	Кветиапин. Нейролептик. Убирает абсолютно все эмоции. Им даже кормят американских солдат, чтоб ничего не чувствовали. Достать можно лишь по рецепту от психиатра/невролога. из минусов- набор веса и пиздец какие странные сны
0	нужно добавить в список круглосуточные пункты выдачи ксанакса всем нуждающимся и пару круглосуточных крафтовых разливух
0	Мне понравилось видео "Дискуссия. Демидова Т.Ю., Метформин - новые
0	ХЗ. Две недели назад невестка свалилась с температурой под 40°, без насморка и кашля. Давали тамифлю. Через 5 дней была в норме, и без температуры.
1	@lucky_the13th забери мой аппетит. Я из-за прозака хочу сожрать куриный торт, а потом вскрыть себе вены.
1	я сам такой коктейль пил. все норм. вот зипрекса- это вот да. это вот ммм. спишь после нее 24 часа.
0	я жирная поэтому завтра иду за флуоксетином
0	Но если честно, я надеюсь что если до психотерапевта все же дойду, то мне выпишут другие лекарства. Депрекс вроде как помогал, о у него неприятные побочные
0	Нет  Ну можно конечно обожраться флуоксетином как тупая пизда  Но я еще хочу до выпускного дожить
0	просто лояльным. Деревянным после двух недель прозака будешь
0	Хотя кажется, что любые а/д и н/л мною вполне адекватно переносились, кроме паксила, это был пиздец(
0	@StruchkovAlex Ффууууууу отстой! 😂😂😂 Лоперамид выпей или смекту, если диарея https://t.co/RGko457EVU
0	Ты как будто вырубил ксанакса и сомневаешься паленый он или нет)
0	Я помню ланахер флуоксетин все упорно форсили, мол, лучший. А мне от него хуже стала, вернулась к озону
0	я отсемафорю, если вдруг что-то по-настоящему серьёзное, так что можешь обоими глазами вникать в эутирокс
0	Что нужно сделать с телкой, чтобы она перестала меня преследовать. Может дать ей денег на прозак?
1	Вот русский флуоксетин хороший, ядрёный, крепкий, выпьешь таблетку, ходишь припизднутый и ебись оно всё в рот, сразу видно русские люди делали.  Не то что бездуховный австрийский, аккуратненький такой, очищенный, чтобы тонкую психику толерантного европейца не повредить, тьфу.
1	блин я вот думаю  в прошлом году я пила кветиапин депакин и ципралекс и от чего-то из них дико рубило спать буквально через 30 минут после принятия  и это невозможно было фиксить но эти 30 минут до отключки превращались в ужасный неконтролируемый психоз и ненормальную истерию
0	Орнула с иллюстраций из учебника про кветиапин.
0	Три белых коня: коаксил, ладиомил и флуоксетин
0	Так да, алпрозаламы на желтом должны быть. А ксанакса самого давным давно нет у нас.
1	@Lieslia_Sau Кровь, скорее, из-за того, что препарат оказался еще и сосудосуживающим - этого лучше не надо, там привыкание слизистой, если &gt;7 дн. Азеластин норм. Будесонид и Беклометазон еще хорошо - это глюкокортикоиды, но из-за местного применения на надпочечники не действуют.
0	Что она так же пиарилась на "тамифлю" и "скорых". А та к - да!
0	мне трамал церукал флуоксетин тираледжин и терафлю пожалуйста
0	Фильм «Нация прозака» хорош, а сам прозак не очень
0	Что я делаю вместо того, чтобы спать на данный момент??  Правильно Читаю про наркотические вещества, как окситоцин и перкосет  Как я до этого дошёл и нахуя мне это? Не ебу или может, сказку не нашёл на ночь 🤷‍♂️
1	Годные таблетки (венлаксор). У меня вначале от них было сердцебиение, расширенные зрачки и головокружение, но через три месяца они начали работать по назначению. Не бросай, если что, слишком рано. It takes time.
1	рано пробудился, однако. триттико - оно такоэ.
0	я пробовала и антигистаминные препараты и сальбутамол  не знаю
0	@Lenorka_LA Ксизал, Эриус, Зодак В нос Фликсоназе
0	Хуже всего когда начинаешь что-то придумывать, вместо осознания реальности. Как бы и мне не упасть на Кветирон, как вот друг один.
1	походу лоперамид сломал мой желудок к хуям
0	на самом деле это, конечно, хуй вылечишь, но не сальбутамол же покупать
0	@LenkLena правда ?? Ужас.. приеду завтра,принесу сальбутамол тебе. Приятно , что волнуешься обо мне
0	Такое же желание, только не пить, а закидываться циклодолом и ксанаксом
0	— Давай я не буду спрашивать, почему ты в первую очередь вспомнила про антидепрессант Селектра, а ты, почему я вспомнил про Сеалекс.
0	везут подкрепиться горилкой, салом и лоперамидом
0	Никак не пойму, к чему у меня пристрастие: к надежде или к ксанаксу? (с)
1	- от флуоксетина только похудеешь, у меня есть феназепам - феназепам-пам-пам
0	реперы должен умирать от ментовской пули где-нибудь в районе квинса с килограммом гашиша в карманах, а не перед концертом от ксанакса
1	Начал принимать метформин и тут выпил пару бокалов вина. Как же меня унесло! Пошёл по коридору из спальни на кухню и меня так повело! Я ебнулся об угол стены как та кошка из двора об колесо и исцарапал руку. Ну и ну
0	Ну высокой температурой и лечатся, чтоб вирусы слохли. Либо противовирусным (тамифлю), если грипп. И сбивают температуру тока при высоких значениях :)
0	Интересно, а можно ли что-то найти общее в людях, с утра слушающих раннего Джексона? Может все они в душе танцоры или просто тоже сидят на диких дозировках ксанакса?
0	@VRSoloviev @docZLO Вы этого идиота не слушайте Владимир, он скорее всего путает тамифлю и терафлю, я прекрасно помню слова Мясникова (двухлетней давностьи) , что единственные противовирусные средства имеющие международное признание  это Тамифлю и Ренза (не путать с ринза), а ему я верю.
0	В общем, если случилось так, что вы вот уже целую вечность кашляете, а врачи говорят "ничо, щас мы вас полечим, попейте вот сиропчик", то шлите их мысленно нахуй и покупайте в аптеке Пульмикорт и Беродуал (а сиропчик не покупайте). Или ищите других врачей.
0	я тут заметила: 1• фурацилин 2• флуоксетин 3• финоптин  🙃🙂🙃🙂🙃🙂
0	Спойлер: а никак, пуфичка, ты еще метформин не допил, ахаха.
0	А че какие? Стимулотон/золофт, симбалта И так далее
0	Многое бы отдал за пачку адерала или всякие штуки которые продают для далнобоев в США на заправках
0	@AhtyrskyStas Можно и три раза есть. Если не берет — то венлафаксин или дулоксетин норм, но они гораздо дороже. Если все плохо — то миртазапин + рексетин, но с врачом только.
1	От антибиотиков очень клонит в сон. Хуже кетилепта, блин.
1	Сероквель я бы подумал тоже и возможно пересмотрел с врачом - от неё часто хочется есть больше чем надо, что вернёт к проблемам с ЖКТ, и тд, хотя если чисто как снотворное то хороший современный нейролептик.
1	Принимая, например, прозак очень сложно заснуть. Пять месяцев почти провел на снотворных. Потом почему-то отпустило
0	икс умер от пуль, а не от ксанакса)
1	так сегодня первый день уменьшения эсциталопрама и увеличения венлафаксина надеюсь организм не умрёт страшной смертью
0	@thomasmr4z @mezzaraion «Перкосет в моем смузи Стреляю любовью из узи»  «И я вернусь к тебе налегке Или на щите, или на отходняке»  «Я держал тебя за талию Ты меня за идиота Я болтал о ерунде А ты — ногой По швам шел крой Наших фантазий И вместо замков нам хватило эвтаназии»
0	Если бы. Я в первый раз его резко принимать прекратила, психиатр почему-то выписал только на месяц. Тогда ещё ничего не знала про синдром отмены у Паксила, неделю не могла понять, что ж мне так хреново)
0	Пшикала второй раз Назарелом и ток щас въехала, что он на запах, как фликсоназе, посмотрела, а у них в основе одно вещество и в общем состав одинаковый, только этот дешевле в 2 раза
1	Никогда Слышите Никогда не пробуйте жевательный лоперамид в таблетках, я не знаю что там в составе, но я блевал дальше, чем видел
1	@TheHomoErgaster @InPearly Для колли, шелти, келпи, и пары фидов овчарок опасны: гидрокортизон, декса, лоперамид Был мужик, что лечил водкой собаку, что упала в прорубь. Люди в лечатся так. А собака получила непоправимое поражение нервной системы. Пришлось усыпить.
1	Назначали алпразолам, превращалась в довольного овоща, думала НУ ЗАЧЕМ ТАК, но одновременно на все тааак чудесно пофиг, что немного страшно.  Оказалось, что ксанакс и есть алпразолам, я модная. Бгг.
0	Психотропные топ. Обожаю ужраться ксанаксом в сопли и не соображать. https://t.co/Grr5E9Vonv
0	Cейчас это модно, да. Ни о чем это никогда не скажет. Вон в америке все пьют прозак и жалуются психоаналитикам на жизнь. Корелляции с преступлениями ноль.
0	А данный твит посвящается астматикам. Те, кто хоть раз делал ингаляцию таким лекарством как будесонид, поймут почему дома меня называют юным скримером.
1	Смотрю попеременно на лоперамид и суматриптан, представила себя, сидящей на толчке с мигренью и решила просто сдаться на милость судьбы. Будь что будет. Понос позорнее.
0	Вот где собака зарыта. Этинилэстрадиол, привет тебе!)
1	бля, как же я хочу просто нажраться кветиапином и уснуть на часов 15 (у меня еще целая пластинка), но хрен мне, школа ведь.
0	настроение примерно как у Кристины Риччи в "нации прозака"
1	На чилле улетаю в Чили @ каламбуры от Ксанакса, не переключайтесь.
1	неделю на ламотриджине от сонливости не осталось и следа теперь тревога теперь бессонница)))))))
0	Мне не нужен бит или микрофон, Только паксил и кола, сиги , ром и кетанов
1	Детишки, по возможности не мешайте редбул с парацетамолом, лазолваном, эргофероном, прозаком и новопасситом. Меня снова вмазало((((
0	@StacyHidan ну бывает) если нет имодиума, лоперамид не предложат
1	Какие же от венлафаксина красивые блестящие глаза, который день умиляюсь.
1	На прощанье доктор попугал меня ломками после привыкания к прозаку и сменой АД.
0	добро пожаловать в клуб вентолина и «кхе-кхе»
1	Я уже и забыла что отменять венлафаксин НИХУЯСЕБЕ ПОМОГИТЕ
1	На самом деле флу притупляет аппетит, но очень хорошо выравнивает настроение и нет таких диких скачков, как раньше.  Когда я перешла с пароксетина на флуоксетин, мне стало намного лучше. Я почувствовала себя живой и нормальной.
0	Заверните пачку ксанакса, я больше не могу
1	ещё одна таблетка тригексифенидила или кветиапина и можете заказывать мне гроб
0	там по симптоматике пульмонолог должен смотреть - сальбутамол же при резких приступах идёт, а серетид уже при симптомах попроще, щас инструкцию смотрю на всякий случай.
0	Два кубика галоперидола этому исчадью сразу, иначе мать под оксикодоном не признает.
0	Ветеринар прописал ингаляции Фликсотидом 125 мгк 2 раза в сутки и еще прописал Вентолин 100 мгк на случай приступов.
0	-Она - тот человек, который танцует на столе в баре(бар Мэри Мэй не исключение) -Перфекционистка и трудогольвица до мозга костей -Когда не мешает прозак с иными стимуляторами,то вполне себе серьезная собеседница -Когда не сидит на нем же,то у неё трясутся руки -Ловит панички
0	@viziare я как-то резко проснулась разбитой и никакущей и температура весь день поднимается, я пока в растерянности :(  Все советуют тамифлю
0	Тут даже ксанакс не дают)
0	Ципрофлоксацин 0,5г 2 р/д как смысл жизни
1	Флуоксетин, усиливающий действие этанола - отличный выход для нищего студента в депрессии, желающего напиться одной бутылкой пива. Работает!
0	В этой жизни возможно выжить только с ксанаксом
0	Кроме того, в кошельке постоянно ношу каптоприл и метопролол, тоже по пластинке - это я готовлюсь к старости.
0	сколько дичи мне снится на ламиктале и НИ РАЗУ не приснился ни один из отп
0	Секрет хорошего настроения: 1 ципролекс + 0,5 ламиктал + 0,5 атаракс.
0	Иногда мне кажется, что все мы - нация прозака в Соединённых Штатах Депрессии
0	Она типа хорошего желает, мол знаешь, типа мы как ее услышим, как начнём Метформин жрать пачками и сразу похудеем на 500 кг
0	Можно ли совмещать Диабетон МВ и Глиформин?
0	оно самое. Кстати, странный факт: я просила Триттико, но мне врач сказала, что его в основном мужчинам назначают. Чушь какая-то.
1	Кветиапин почему ты так жесток ещё только 22:45 можно пока не засыпать пожалусто
0	Я сдавала с питьем противносладкого сиропа, доктор что-то считала. Я получилась инсулинорезистентна и мне дали метформин
0	из прозы я люблю прозак
1	А, возможно, меня всё ещё пячит с прегабалина, поэтому я не овощу, а ебашу, потому что после него у меня кокойто моторчег включается и я не могу просто тупить в экран.
0	@Shtaa А денег сколько готов? Из дешевого - баклофен и китаенвуд Из приличного - ески и моторолы )
0	Да. В таких случаях только врач, феназепам и прозак.
0	Крч, флуоксетин это как средневековый доспех: защищает от всякой хуйни типа мечей там, стрел ебучих, летящих в тебя какашек, падающих с неба дохлых лошадей, но тяжело двигаться, узкий обзор и срать неудобно Не хочу доспех, дайте наноброню, как в Крузисе
1	Судмедэксперт почти не ест. Гэвин сам не страдает переизбытком аппетита, в основном из-за флуоксетина, но систематически берет кофе и какую-нибудь булочку в кафетерии. Ричард берет только чай. Обед, как Рид узнал из сплетен стажерок, тот тоже не носил. И жил на чае с 8 до 20.
0	очень хочется спать, на самом деле( но даже пульмикорт не помощник, мех
0	каждый раз, когда приезжает маман, начинается игра «спрятать прозак, выкинуть сиги, сжечь личный дневник, убрать подальше рисунки»
1	@crazy___fan Я каждый день забываю "Тафен" капать, придётся что-то с этим делать.  А вот "Ирифрин" сука поганая, ужасно жжёт глаз(((
0	@silvermoto71 Ты можешь делать всё что хочешь. А для того, чтоб ты отстал, есть простая кнопочка. Я человек впечатлительный, а твои твиты у меня вызывают неприятное. А я достаточно себя люблю, чтоб не читать то, что мне читать не нравится. Дальше - сам с собой. Можешь прозак выпить сначала.
1	до сих пор помню, как плохо мне было от хлорпротиксена, хотя это всего лишь нейролептик, как и оланзапин;
0	чувствую себя калмыком под ксанаксом
1	Прочитала, что Ламотриджин повышает частоту суицидального поведения. А ведь по факту это самый часто применяемый нормотимик. Бля. Стрем.
0	Тэопек , эуфилин, сальбутамол, беротэк. Но это же все очень примитивно. Монтелар, норм ещё. Почитайте.
0	@a__elz пока ты мешаешь мне жить, я мешаю ксанакс со льдом  (лёд - метамфетамин)
1	Прегабалин отстань я тебя не буду кушац
1	у тебя нет сонливости от него? меня последнее время рубит днем. понять не могу, то ли у меня спидорак какой, то ли флуоксетин так начал действовать
1	Смотрела недавно видос одной девушки, которая говорила о флуоксетине Мол, да, сначала помогало, а потом ей стало ПОХУЙ КОНКРЕТНО НА ВСЕ Что бы ни происходило. Абсолютно.на.все.
0	Сестры Уильямс сыграют друг против друга в финале Australian Open! Эпическая битва оксикодон против гидроморфона! Победит сильнейший!!!
1	Есть перестал, прозак криво вставлял.
1	В прошлый раз из-за флуоксетина я оказалась в больнице
1	Послезавтра защита дипломного проекта. Сдам я его конечно на пять, я же охуенная. (накачаюсь ксанаксом чтобы не умереть от паники публичного выступления)
1	2 капсулы флуоксетина зрачки опять за орбитой просто какого??? 7?
0	нормально выглядеть, что бы люди не шарахались твоего заебаного больного лица и следить за здоровьем и не падать в обморок от переутомления и голода, терпеть побочки от флуоксетина, а на почве стресса не упасть обратно в сэлфхарм и не присесть снова на антидепрессанты
0	Вчера вкусняшки, сегодня алпразолам, что же будет завтра?
0	Стив/Пегги? Баки/Вентолин? Нормальные отп, относительно канонные?   А МОЖЕТ БАКИ/СТИВ?
1	раньше паксил назначали, но теперь с него параноит
0	Если сказать при человеке слово дженерик можно примерно с 70% точностью понять лечил ли он когда-либо бошку. Потому что все кто лечили бошку его з н а ю т а кто не лечил хуй разберёт да и не очень то и нужно здрасьте что у вас есть из квентиапина блин только сероквель ну ладно
0	У меня в рюкзаке сейчас 400 доз сальбутамола, 2 ингалятора по 200 доз каждый. 30 ингаляторов норвежцы взяли? Ну обосраться теперь. Пиздец ты тупой, конечно.
1	Гриша, ты флуоксетином себе желудок посадишь на всю жизнь и это говно - эффект плацебо
0	Принимайте в клуб, блядь, теперь буду принимать прозак официально.
0	Сальбутамольчик, сальбутамол, сальбутамолище здравствуй, года четыре не виделись, привет.
1	@brilliantmad Ну, я что так хочу спать, что так хочу спать Но от ксанакса еще от дозы побольше приятно ведет и я чувствую, что мне приятно упасть в кровать И я не просыпаюсь теперь трижды за ночь от тахикардии Только один разочек
1	Аааа, какой кошмар( Как у меня от метформина, не усваивается В12(( Да, эти лекарства одно лечат, другое калечат(
0	Приснилось, что я смотрю фильм кветиапинские ведьмы..нет, такого фильма не существует, а Кветиапин-это название лек средства  Наркомания мозга 😂
0	Плюсы жизни в Питере для ментально больных - кветиапин в дозировке 25 мг есть хотя бы в одной аптеке на город. В Сарике нет ни в одной &gt;_&lt;
1	психотерапевтка позвонила спросить как дела че ответить?нормально проспала под ксанаксом 19 часов?
0	Сап антуаны. Знакомый друг фармацевт подогнал кофеин в таблетках и ампулах, баклосан 25 мг (хуй знает для чего он), флуоксетин 4 пачки по 10мг бесплатно Что можно сделать с этим? Выкидывать жалко, продавать лень.
0	Василий @radioutkin, "а что, а вдруг?" - это из рекламы "Сеалекс". А у нас все стабильно хорошо.  Правильное решение. https://t.co/WlaLQnUqsQ
0	Аноны,прошу без флуда ответить на вопросы:помогает ли флуоксетин(или вообще СИОЗС)для снятия излишней мнительности,стеснительности,плохого настроения и депрессии?Пару слов о себе:есть ОКР(постояно совершаю мысленые и физические действия,чтобы не случилос
0	Она была тупа,красива,но выбор мой пал в пользу прегабалина
0	Мы купили ксанакс после работы закинемся и двинем на пати again
0	3 дня🙋👣👣👣 ползу из последних сил - на антибиотиках диклофенаке и удвоенном паксиле. удивительно - никто на работке ни ухом, ни рылом о моём уходе, невзирая на намёки
1	«я помню в Краснодаре лоперамид съел. а потом экстази. мне просто плохо было»
0	Кветиапин зажёг во мне желание жить.
0	2015 доктор дан \\ если плохой кондишн \\пользоваться пнемногу - метронидазол и ципролет \\\
0	Железный купол лоперамида всегда выручит
1	Вот все время пока жру кветиапин донимают гиперреалистичные многоуровневые и длиннющие сны, в этот раз я даже догадался что похоже сплю, но никакие проверки на "сплю ли я" не сработали, какое-то ебанутое подсознание.
0	скорее от большого содержания паленого ксанакса в крови D:
0	@justyourmaster Чёрт, если бы не кветиапин, которого я жахнул, я б ещё чего-нибудь придумал. хДД никто не переплюнет еврея в шуточках о Холокосте. 💔 Мои ж вы солнышки пархатые.
0	старость - это когда едешь на одну ночь на дачу с друзьями, но берёшь с собой мезим, имодиум, пластыри и вообще 5кг аптечку
1	На шестой день приема флуоксетина меня скрутило паническими атаками.
0	то чувство что все эти пины с Элис сраная реклама прозака.
0	на фоне снижения дозы венлафаксина особенно приятно
0	Возможно прозак окажется менее вредным
1	Проебала четыре приема велафакса, и теперь у меня отваливается голова
0	Суть все равно остаётся сутью, он передознулся наркотиками. Быть точнее - мед препаратом алпразоламом
1	@nappo_what Принимала эсциталопрам, месяц, Не знаю, отмечать ли как побочку, что начала жрать, будто не в себя  Врач отменил сей препарат и назначил флуоксетин, Спасибо избавилась от жора  Пока принимаю его А в общем, чувствую себя лучше, вспоминая что было 2 месяца назад и раньше
0	«нужно на что–нибудь другое заменить её» (из Мэйн Селекшн). эта песня заканчивается и начинает играть «Рексетин» во всю свою стену звука.
0	блять мне ограничила психиатресса прием ксанакса до 50 таблеток в месяц. а я жру в день по штук шесть. прям на рецепте написала
0	Итак,давайте разрешим вопрос: что говорит Техник в песне "Xanax" между фразами "нужен ксанакс" и "или игра с самим собой"
0	Заменять прегабалин чем-нибудь другим -- это всё равно, что ебаться с кем попало.
0	Я пью Эутирокс и Альбу за 15-30 минут до еды
1	У меня от кветиапина такие наркоманские сны снились
0	Ну тогда только прозака въебать и вперёд горбатиться. В пятницу забухать. Колесо жизни. Можно к психотерапевту сходить если деньги есть.
